    020002BJ9 026874DS3 081437AT2 097023CJ2 13645RAD6 13645RBF0 14448CBC7 15135BAW1 21871XAS8 24422EWZ8 24422EXP9 314353AA1 36166NAK9 438516CM6 443201AC2 444859BR2 444859BV3 444859BY7 444859CA8 45687VAB2 539830CD9 540424AT5 56501RAN6 655844CR7 655844CT3 75513EAD3 759351AP4 760759BA7 760759BC3 907818FX1 91324PEJ7 slack_Sx_0 slack_Sx_1 slack_Sx_2 slack_Sy_0 slack_Sy_1 slack_Sy_2 slack_Sy_3         energy num_oc.
690         0         1         0         0         1         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         0         1         0         0         1         0         1         1         0         0         0          0          0          0          1          0          0          0    -609796.125       1
475         0         0         0         0         1         0         1         0         1         0         0         0         0         0         1         0         1         0         0         0         1         0         1         0         1         0         0         1         0         0         0          0          0          0          0          0          0          0   -609054.1875       1
614         0         0         0         0         0         0         0         0         0         1         0         0         1         1         0         0         0         0         0         0         1         0         0         0         0         1         1         0         0         1         0          0          0          0          0          1          0          0    -608908.625       1
776         0         1         0         0         0         1         0         0         0         0         0         1         0         0         0         0         1         0         0         0         1         0         0         1         1         0         0         0         0         0         0          0          0          0          0          1          0          0   -608481.8125       1
391         0         0         1         0         0         1         1         0         0         0         0         0         0         1         0         1         0         0         0         0         0         0         1         0         0         0         1         0         0         0         0          0          0          0          0          0          0          1   -608010.5625       1
608         0         0         0         1         0         1         0         0         0         0         0         0         1         0         0         0         1         0         0         1         0         0         0         1         0         0         0         0         0         1         0          0          0          0          0          0          0          1   -607256.4375       1
892         0         0         1         0         0         0         0         0         0         1         0         0         0         0         1         0         0         1         1         0         0         1         0         0         0         1         0         0         0         0         0          0          0          0          0          1          0          0     -606418.25       1
39          0         0         0         1         0         0         0         0         0         0         1         0         1         0         0         0         1         0         1         0         0         1         0         0         0         0         1         0         0         1         0          0          0          0          1          0          0          0   -606243.8125       1
987         0         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         0         1         1         1         0         0         0         1         0         0         0         0         0         1         0          0          0          0          0          1          0          0     -606015.25       1
177         0         0         0         1         0         0         1         0         0         0         0         0         0         0         0         0         0         1         1         0         1         1         0         1         0         1         0         0         0         0         0          0          0          0          1          0          0          0   -605679.0625       1
828         0         0         0         0         0         1         0         0         0         0         1         1         0         1         0         0         0         0         0         0         1         0         0         0         1         1         0         0         0         0         0          1          0          0          0          0          0          1   -605248.0625       1
180         1         0         0         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         1         0         0         1         0         0         1         0         0         1         1         1         0          0          0          0          1          0          0          0      -604986.5       1
303         0         0         1         0         1         0         0         0         0         0         1         0         0         1         0         1         0         0         1         0         0         0         0         0         0         1         1         0         1         0         0          0          0          0          0          0          0          0     -604841.75       1
248         0         0         0         0         0         0         1         0         0         0         1         1         0         0         1         0         0         0         0         0         0         0         1         0         1         1         0         0         0         0         0          0          0          0          0          1          0          0    -604483.375       1
423         0         0         0         1         0         0         0         0         0         0         0         0         0         0         1         0         1         1         1         0         1         1         0         0         0         1         1         0         0         0         0          0          0          0          0          0          0          0      -603483.5       1
632         0         0         0         0         0         0         0         0         0         1         0         0         0         0         1         0         0         0         1         0         0         1         1         0         0         0         0         0         1         1         1          0          0          0          1          0          0          0   -603322.3125       1
802         0         0         0         1         1         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0         1         0         1         1         0         0         0         0         0         1         0          0          0          0          0          1          0          0    -602916.125       1
709         0         0         1         0         0         0         1         0         0         0         1         1         0         1         0         0         0         0         0         0         0         1         0         0         0         1         0         0         0         0         0          0          0          0          0          0          0          1   -601197.3125       1
443         0         1         0         0         0         0         1         0         0         0         1         0         1         0         1         0         0         0         0         0         0         0         0         0         0         1         1         0         1         0         0          0          0          0          1          0          0          0    -600508.375       1
441         0         0         0         0         0         0         0         0         1         0         0         0         1         1         0         1         0         0         0         1         1         0         0         0         0         0         0         1         1         0         1          0          0          0          0          0          0          0   -599652.1875       1
112         0         0         0         1         0         0         0         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         1         0         0         0         0         1         0         1         1          0          0          0          0          1          0          0      -599063.0       1
547         1         0         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         0         1         1         1         1         0         0         1         1         0         0         0         0         1          0          0          0          0          0          0          0   -598785.4375       1
982         1         0         0         1         0         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         0         0         1         0         0         1         0         0         0          0          0          0          1          0          0          1   -598425.0625       1
260         0         1         0         0         0         0         0         0         0         0         1         0         0         0         1         1         0         1         0         0         0         1         0         1         0         0         0         1         1         0         0          0          0          0          0          0          0          0      -596634.5       1
289         0         0         0         1         0         1         0         0         0         0         0         0         1         0         1         0         1         0         0         0         0         1         0         0         1         0         0         0         0         0         0          0          0          0          0          1          0          0      -596523.0       1
21          0         0         1         0         1         0         0         0         1         0         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         1         0         0         1         1         1          0          0          0          0          0          0          0    -596361.875       1
602         0         0         1         0         0         1         0         0         0         0         0         0         1         1         0         0         0         0         0         1         0         0         0         0         0         0         1         0         0         1         0          0          0          0          0          1          0          0    -594593.125       1
331         0         0         0         1         0         0         0         0         1         0         1         0         1         0         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         1         0          0          0          0          1          1          0          0     -591961.75       1
916         0         1         0         0         0         0         0         0         0         0         1         1         0         0         0         1         1         0         0         0         1         0         0         0         0         0         0         0         0         0         1          0          0          0          0          1          0          0    -591082.875       1
2           0         0         0         0         1         0         1         0         0         0         0         1         0         1         0         0         0         0         1         1         0         1         0         0         0         0         0         0         0         0         0          0          0          0          0          0          0          1    -589562.625       1
620         0         0         0         0         0         0         1         0         0         0         1         1         0         0         1         0         0         0         0         0         1         1         0         0         0         1         0         0         1         0         0          0          0          0          1          0          0          0   -589031.5625       1
424         0         0         1         0         0         1         0         0         1         0         0         0         0         1         0         0         0         1         1         0         1         0         0         0         0         0         0         0         0         0         0          0          0          0          0          1          0          0     -586265.75       1
147         1         1         1         0         0         0         0         0         0         0         1         0         0         0         0         0         1         0         1         0         1         1         0         0         0         0         0         0         0         0         0          0          0          0          1          0          0          0      -585950.0       1
66          1         1         0         0         0         0         0         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         1         0         0         1         1         0         1         0          0          0          0          0          1          0          0   -585743.0625       1
389         0         0         0         1         1         1         0         0         0         0         0         0         0         1         0         0         0         0         0         0         0         0         0         1         0         0         0         0         1         1         0          0          1          0          0          0          0          1   -584408.1875       1
751         0         0         0         1         0         0         1         0         0         0         0         0         0         0         0         1         1         1         0         0         0         1         0         1         0         0         0         1         1         0         0          0          0          0          0          0          0          0    -584263.625       1
380         0         0         0         0         0         1         1         0         0         0         1         0         0         0         0         0         1         1         0         0         0         1         0         1         1         0         0         1         0         0         0          0          0          0          0          0          0          0      -583808.5       1
676         0         1         1         0         0         0         1         0         1         0         0         0         0         1         0         0         1         1         0         0         1         0         0         0         0         0         0         0         1         0         0          0          0          0          0          0          0          0   -583101.4375       1
42          1         0         0         0         0         0         0         0         1         0         1         0         0         1         0         0         0         0         1         0         0         1         0         1         0         0         0         0         0         1         0          0          0          0          1          0          0          0      -582774.5       1
806         0         0         0         0         0         1         1         0         0         0         0         0         1         0         1         0         0         0         0         0         0         0         0         1         1         1         0         0         0         0         1          0          0          0          1          0          0          0   -582666.5625       1
263         0         1         0         0         0         0         0         0         1         0         0         0         0         0         1         0         0         0         0         0         1         0         1         0         1         0         0         1         0         0         0          0          0          0          0          1          0          0     -582622.25       1
1           0         0         0         0         0         0         1         0         0         0         1         0         1         1         0         0         1         1         0         0         0         0         0         1         0         0         0         1         0         1         0          0          0          0          0          0          0          0    -582278.875       1
660         1         0         1         0         0         0         0         0         0         0         0         0         1         0         1         0         0         0         0         0         0         0         1         0         1         1         0         0         1         0         0          0          0          0          1          0          0          0      -582198.0       1
153         1         0         0         0         0         0         1         0         1         0         0         0         0         1         1         0         0         1         0         0         1         0         0         0         0         0         0         0         0         0         0          0          0          0          0          0          0          1    -580906.375       1
87          0         0         0         0         1         1         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         1         1         1         1         0         0         0         0         1         1          1          1          0          0          0          0          0   -580579.0625       1
102         1         0         0         0         0         0         0         0         0         0         1         0         0         0         0         1         0         0         1         1         1         0         0         1         0         0         0         0         0         0         1          0          0          0          1          0          0          0   -580003.1875       1
517         1         0         0         0         0         0         0         0         0         0         0         1         0         0         1         0         1         1         0         0         1         0         0         0         0         0         0         1         1         0         0          0          0          0          1          0          0          0   -579482.8125       1
990         0         1         1         0         1         0         0         0         1         0         0         0         0         0         0         1         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0          0          0          0          0          0          0          1   -578041.4375       1
545         1         0         0         0         0         1         1         0         0         0         0         0         0         0         1         1         0         0         0         0         0         1         0         0         0         0         0         1         0         0         0          0          0          0          0          0          0          1   -577837.9375       1
172         0         0         1         0         0         1         0         0         0         0         1         0         0         0         0         1         0         1         0         0         0         0         1         0         0         0         0         1         0         0         0          0          0          0          0          1          0          0    -577246.125       1
563         1         0         0         0         0         1         0         0         1         0         0         0         1         0         0         0         0         0         0         0         0         0         1         1         1         0         0         0         0         0         0          0          0          0          0          0          0          1   -575328.6875       1
667         0         0         0         0         1         0         0         0         0         0         1         0         0         0         1         0         1         1         0         0         0         0         1         0         1         0         1         1         0         0         0          0          0          0          0          0          0          0   -574794.6875       1
175         0         0         0         0         0         0         0         0         0         0         1         1         0         0         1         0         0         0         1         0         0         0         0         0         0         1         0         1         0         1         0          0          0          0          0          0          0          1   -574354.0625       1
904         0         0         0         0         1         1         0         0         0         0         0         1         0         0         0         1         0         0         0         0         0         1         0         0         1         0         1         0         0         0         0          0          0          1          0          0          0          1   -573321.6875       1
462         0         0         0         0         0         0         0         0         0         0         1         1         1         0         0         0         0         1         0         0         1         0         0         0         0         0         1         0         0         0         1          0          0          0          0          0          0          1    -572896.625       1
992         0         0         1         0         0         0         0         0         0         0         1         0         0         0         1         1         1         0         0         0         0         1         1         1         0         0         1         0         0         0         0          0          0          0          0          0          0          0   -572553.6875       1
31          1         0         0         0         0         0         0         0         0         0         1         0         1         0         0         1         1         0         1         0         0         0         0         0         0         0         0         1         1         1         0          0          0          0          0          0          0          0    -571847.375       1
164         0         0         0         0         1         0         0         0         1         0         0         0         0         0         1         1         0         1         1         1         0         1         0         0         0         0         0         0         0         0         0          0          0          0          1          0          0          0    -571553.875       1
808         0         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         1         1         1         1         1         1         0         1         0         0         0         1         0         0          0          0          0          0          0          0          0     -571494.25       1
827         0         0         1         0         0         0         0         0         0         1         0         0         0         0         0         0         1         0         0         0         1         0         0         1         0         1         1         0         1         0         0          0          0          0          1          0          0          0    -571359.875       1
549         1         0         1         0         0         1         0         0         0         0         0         0         0         1         1         0         1         0         0         0         0         0         0         0         0         0         0         1         0         0         0          0          0          0          0          0          0          1      -570818.0       1
491         0         0         0         0         0         0         1         0         1         0         0         0         0         1         0         1         0         0         0         1         0         0         1         0         0         0         1         0         0         0         0          0          0          0          0          0          0          1   -570434.3125       1
463         0         0         1         0         0         0         0         0         0         0         1         0         1         0         0         1         0         0         0         1         0         0         0         0         1         0         1         0         0         0         0          0          0          0          0          0          0          1    -569302.125       1
142         0         0         1         0         1         1         0         0         1         0         1         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         1         0         1          0          0          0          0          0          0          0   -568769.0625       1
579         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         1         1         0         0         0         0         0         1         1         0         0         1         0         0         0         0          0          0          0          0          1          0          0   -568164.5625       1
773         0         0         0         0         0         0         0         0         0         0         1         0         1         0         1         0         1         1         1         1         0         0         1         1         0         0         0         0         0         0         0          0          0          0          0          0          0          0     -568008.75       1
507         0         0         0         0         0         0         0         0         0         0         1         0         1         0         0         0         0         1         0         0         1         1         0         1         0         0         1         1         0         1         0          0          0          0          0          0          0          0   -567911.8125       1
459         0         0         0         0         0         0         1         0         0         0         1         0         1         0         0         1         1         0         0         0         0         0         1         0         0         1         1         1         0         0         0          0          0          0          0          0          0          0   -566894.6875       1
643         0         0         1         0         0         0         0         0         0         0         1         0         0         0         0         1         0         1         0         0         1         0         1         0         0         0         0         1         0         0         1          0          0          0          1          0          0          0   -565547.3125       1
95          0         1         0         0         0         0         0         0         0         0         0         0         1         1         1         0         0         0         1         0         0         0         0         1         0         0         1         0         0         0         0          0          0          0          0          0          0          1      -565028.0       1
290         0         1         0         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         1         0         1         1         0         0         0         0         0         1         0          0          0          0          0          0          0          1   -564323.3125       1
235         0         0         0         0         1         0         0         0         1         0         1         0         0         0         1         0         0         0         0         0         1         1         0         0         0         0         1         1         1         0         0          0          0          0          0          0          0          0   -563489.1875       1
127         0         0         0         0         1         1         0         0         0         0         0         0         0         0         0         1         0         0         0         0         0         1         1         1         1         0         0         1         1         0         0          0          0          0          0          0          0          0   -562235.6875       1
542         0         0         1         0         0         0         1         0         1         0         0         0         0         0         0         0         0         1         1         0         0         0         0         0         0         0         0         1         0         1         0          0          0          0          0          0          0          1    -561981.625       1
762         0         0         0         0         0         0         0         0         0         0         0         1         0         0         0         0         1         1         0         1         0         0         1         1         0         1         0         0         1         0         1          0          0          0          0          0          0          0   -560555.4375       1
246         0         0         1         0         1         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         1         0         1         1         1         1         0         1          0          0          0          0          0          0          0    -560222.625       1
727         1         0         0         0         1         0         0         0         0         0         1         0         1         0         0         0         1         1         0         1         1         0         0         0         0         0         0         0         1         0         0          0          0          0          0          0          0          0   -558808.3125       1
964         0         0         1         0         0         0         0         0         0         1         0         0         0         0         1         0         1         0         0         0         0         0         0         1         1         0         0         0         1         0         0          0          0          0          0          0          0          1   -557218.9375       1
551         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         1         0         1         1         0         1         1         1         0         0         0         1         0         0         0         1          0          0          0          0          0          0          0   -556121.0625       1
499         0         0         0         0         1         1         1         0         0         0         0         0         0         1         1         0         1         1         0         0         0         1         0         0         0         0         0         0         0         0         0          0          0          0          1          0          0          0  -556013.65625       1
283         0         0         0         0         0         1         1         0         0         0         0         0         1         0         0         0         0         1         0         1         0         1         0         0         0         0         0         0         0         1         0          0          0          0          0          1          0          0   -554219.3125       1
421         0         0         0         0         0         1         0         0         0         0         0         0         0         0         1         1         0         0         0         0         0         1         0         1         1         0         1         1         0         0         0          0          0          0          1          0          0          0   -554160.6875       1
640         0         0         0         0         0         0         0         0         0         0         0         0         1         1         0         0         1         1         0         0         1         0         0         1         1         0         0         0         0         1         1          0          0          0          0          0          0          0   -553221.5625       1
374         0         0         0         0         0         0         1         0         0         0         0         0         1         0         0         0         0         0         0         1         0         1         1         0         1         0         1         0         0         0         1          0          0          0          1          0          0          0      -552895.5       1
123         0         0         0         0         1         0         1         0         0         0         1         0         0         0         1         0         1         0         1         0         0         0         0         1         0         1         0         0         0         0         1          0          0          0          0          0          0          0   -551778.5625       1
520         1         0         0         0         0         0         0         0         0         0         0         0         1         0         0         0         1         0         0         1         0         0         0         1         0         0         1         0         1         1         1          0          0          0          0          0          0          0     -550146.25       1
413         1         0         0         0         0         0         0         0         1         1         0         0         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0         1         0         0         0          0          0          0          0          1          0          1   -549953.1875       1
538         0         0         1         0         0         0         0         0         1         0         1         0         0         1         0         0         1         0         1         0         0         0         0         0         0         0         1         1         0         0         0          0          0          0          1          0          0          0    -549140.625       1
10          0         0         0         0         0         1         0         0         0         0         0         0         0         0         1         0         1         0         1         1         0         1         0         1         1         0         0         0         1         0         0          0          0          0          0          0          0          0    -549089.625       1
296         0         1         0         0         0         0         0         0         0         0         0         0         1         0         0         1         0         0         1         1         1         1         0         0         0         0         0         0         0         0         0          0          0          0          0          1          0          0     -547948.75       1
449         1         0         0         0         0         0         0         0         0         0         0         0         1         0         0         1         1         0         0         0         1         0         0         1         0         1         0         1         0         0         1          0          0          0          0          0          0          0   -547921.3125       1
120         0         0         1         0         0         0         1         0         0         0         0         0         1         0         0         0         0         0         1         0         1         0         1         1         0         0         0         0         1         0         0          0          0          0          1          0          0          0   -547845.0625       1
308         0         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         1         0         1         0         1         1         0         1         1         1         0         1          0          0          0          0          0          0          0    -546315.875       1
23          0         0         0         1         0         0         0         0         0         0         0         0         1         1         0         0         0         1         0         0         0         0         0         0         0         0         0         1         0         0         1          0          0          0          1          1          0          0   -544885.8125       1
562         1         0         0         0         1         0         0         0         0         0         0         0         0         1         1         0         0         0         0         0         0         1         0         1         0         0         1         1         0         0         0          0          0          0          1          0          0          0   -544808.6875       1
268         1         0         0         0         1         0         1         0         0         0         1         0         0         0         0         0         0         0         0         1         1         0         0         1         0         0         0         0         0         0         0          0          0          0          0          0          0          1   -544011.5625       1
327         0         0         0         0         0         0         0         0         0         1         0         0         1         0         1         1         0         0         0         0         0         0         0         0         0         0         1         0         1         0         0          0          0          0          1          0          0          1    -542791.375       1
98          0         0         1         0         0         0         1         0         0         0         0         0         0         0         0         0         1         0         0         0         1         0         1         1         0         1         0         1         0         0         1          0          0          0          0          0          0          0   -541755.4375       1
769         0         0         0         0         0         0         0         0         1         1         0         0         0         0         1         1         0         0         0         0         0         1         0         1         0         0         0         0         0         0         0          0          0          0          1          1          0          0    -541568.375       1
611         0         0         1         0         0         0         1         0         1         0         0         0         0         0         1         0         1         0         0         1         0         0         0         0         0         0         0         1         0         0         0          0          0          0          0          0          0          1      -541244.5       1
61          0         0         0         1         1         0         0         0         0         0         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         0         1         1         1         0         1          0          0          0          0          0          0          1     -539901.25       1
346         0         0         0         0         0         0         1         0         1         0         0         0         1         0         0         0         0         1         1         1         1         0         0         0         0         0         0         0         0         0         0          0          0          0          0          0          0          1    -539147.625       1
444         0         0         0         0         0         0         1         0         0         0         0         0         0         0         1         0         1         0         1         1         1         0         1         1         0         0         0         0         1         0         0          0          0          0          0          0          0          0   -538601.1875       1
58          1         0         0         0         0         0         1         0         0         0         0         0         0         0         0         0         0         0         1         0         1         1         0         1         0         1         0         1         1         0         0          0          0          0          0          0          0          0      -538432.5       1
926         0         0         0         0         0         0         0         0         0         0         0         0         1         1         1         1         0         1         1         0         0         0         0         0         1         0         0         0         0         0         0          0          0          0          0          0          0          1      -537916.5       1
604         0         0         0         0         0         0         0         0         1         0         1         1         1         0         0         0         1         0         0         0         0         0         0         0         1         0         0         0         1         0         0          0          0          0          0          1          0          0   -537632.8125       1
575         0         0         0         0         0         0         0         0         0         0         0         1         1         0         0         0         0         0         0         0         0         0         0         0         1         1         0         1         0         1         1          0          1          0          0          0          0          1    -536979.875       1
564         1         0         0         0         0         1         1         0         0         0         0         0         0         0         0         0         1         1         0         0         1         0         0         0         0         0         1         0         1         0         0          0          0          0          1          0          0          0   -536613.5625       1
675         1         1         0         0         0         0         0         0         0         0         0         0         0         0         0         1         0         0         0         1         0         1         0         0         0         1         0         0         0         0         1          0          0          0          0          1          0          0    -535163.125       1
